site	iso	instance_id	instance_name	instance_abbr	source_url	edition_id	work_id	num_books	num_chapters	num_verses	num_words	text_included
bible.audio	spa	RVR	Bible en espagnol  (RVR)		https://www.bible.audio/affichage-multi-bible.php?passage=&version=RVR	reina-valera-1960	reina-valera	27	260	7960	164932	false
bible.com	eng	4253	A Faithful Version		https://www.bible.com/versions/4253	faithful-version-2011	faithful-version	27	260	7958	189694	false
bible.com	eng	12	American Standard Version		https://www.bible.com/versions/12	american-standard-version-1901	american-standard-version	27	260	7957	179847	true
bible.com	eng	1588	Amplified Bible		https://www.bible.com/versions/1588	amplified-bible-2015	amplified-bible	27	260	7958	229433	false
bible.com	eng	8	Amplified Bible, Classic Edition		https://www.bible.com/versions/8	amplified-bible-1987-classic	amplified-bible	27	260	7956	242935	false
bible.com	eng	3034	Berean Standard Bible		https://www.bible.com/versions/3034	berean-standard-bible-2016	berean-standard-bible	27	260	7941	171804	true
bible.com	eng	42	Catholic Public Domain Version		https://www.bible.com/versions/42	catholic-public-domain-version-2009	catholic-public-domain-version	27	260	7952	188687	true
bible.com	eng	1713	Christian Standard Bible		https://www.bible.com/versions/1713	christian-standard-bible-2017	christian-standard-bible	27	260	7942	173290	false
bible.com	eng	4124	Christian Standard Bible Anglicised		https://www.bible.com/versions/4124	christian-standard-bible-2024-anglicised	christian-standard-bible	27	260	7942	173415	false
bible.com	eng	37	Common English Bible		https://www.bible.com/versions/37	common-english-bible-2011	common-english-bible	27	260	7939	177415	false
bible.com	eng	1275	Complete Jewish Bible		https://www.bible.com/versions/1275	complete-jewish-bible-1998	complete-jewish-bible	27	260	7943	183571	true
bible.com	eng	392	Contemporary English Version		https://www.bible.com/versions/392	contemporary-english-version-2006-2nd-edition	contemporary-english-version	27	260	7855	180328	false
bible.com	eng	294	Contemporary English Version (Anglicised) 2012		https://www.bible.com/versions/294	contemporary-english-version-2012-anglicised	contemporary-english-version	27	260	7855	181075	false
bible.com	eng	303	Contemporary English Version Interconfessional Edition		https://www.bible.com/versions/303	contemporary-english-version-2006-2nd-edition-interconfessional	contemporary-english-version	27	260	7855	180328	false
bible.com	eng	478	Darby's Translation 1890		https://www.bible.com/versions/478	eng-darby-translation-1890	eng-darby-translation	27	260	7957	179293	true
bible.com	eng	55	Douay-Rheims Challoner Revision 1752 ✠		https://www.bible.com/versions/55	douay-rheims-1752	douay-rheims	27	260	7949	179006	true
bible.com	eng	2079	EasyEnglish Bible 2024		https://www.bible.com/versions/2079	easyenglish-bible-2024	easyenglish-bible	27	260	7942	263988	false
bible.com	eng	3915	English Interlinear of the Orthodox Yiddish Brit Chadasha		https://www.bible.com/versions/3915	english-interlinear-of-the-orthodox-yiddish-brit-chadasha-2024	english-interlinear-of-the-orthodox-yiddish-brit-chadasha	27	260	7957	205389	false
bible.com	eng	59	English Standard Version 2016		https://www.bible.com/versions/59	english-standard-version-2016	english-standard-version	27	260	7941	175514	false
bible.com	eng	4224	Evangelical Heritage Version		https://www.bible.com/versions/4224	evangelical-heritage-version-2021	evangelical-heritage-version	27	260	7951	180601	false
bible.com	eng	3633	First Nations Version		https://www.bible.com/versions/3633	first-nations-version-2021	first-nations-version	27	260	7792	244552	false
bible.com	eng	1932	Free Bible Version		https://www.bible.com/versions/1932	free-bible-version-4-3	free-bible-version	27	260	7958	176476	true
bible.com	eng	70	GOD'S WORD		https://www.bible.com/versions/70	gods-word-translation-1995	gods-word-translation	27	260	7943	180279	false
bible.com	eng	2163	Geneva Bible		https://www.bible.com/versions/2163	geneva-bible-eng-1599	geneva-bible-eng	27	260	7953	181932	true
bible.com	eng	296	Good News Bible (British Verison) 2017		https://www.bible.com/versions/296	good-news-2017-british	good-news	27	260	7897	193311	false
bible.com	eng	431	Good News Bible (British Version) Catholic Edition 2017		https://www.bible.com/versions/431	good-news-2017-british-catholic	good-news	27	260	7897	193311	false
bible.com	eng	416	Good News Bible (British Version) with Deuterocanonical books 2017		https://www.bible.com/versions/416	good-news-2017-british	good-news	27	260	7897	193311	false
bible.com	eng	68	Good News Translation		https://www.bible.com/versions/68	good-news-2012	good-news	27	260	7897	192563	false
bible.com	eng	69	Good News Translation (US Version)		https://www.bible.com/versions/69	good-news-1992-2nd-edition-us	good-news	27	260	7897	192563	false
bible.com	eng	72	Holman Christian Standard Bible		https://www.bible.com/versions/72	holman-christian-standard-bible-2009	holman-christian-standard-bible	27	260	7956	172725	false
bible.com	eng	406	Holy Bible: Easy-to-Read Version		https://www.bible.com/versions/406	easy-to-read-version-2004	easy-to-read-version	27	260	7901	208793	false
bible.com	eng	1359	International Children’s Bible		https://www.bible.com/versions/1359	international-childrens-bible-2015	international-childrens-bible	27	260	7923	205289	false
bible.com	eng	1077	Jubilee Bible		https://www.bible.com/versions/1077	jubilee-bible-2000	jubilee-bible	27	260	7957	183842	true
bible.com	eng	1	King James Version		https://www.bible.com/versions/1	king-james-version-1769	king-james-version	27	260	7957	180570	true
bible.com	eng	546	King James Version with Apocrypha, American Edition		https://www.bible.com/versions/546	king-james-version-1962-american-edition	king-james-version	27	260	7957	180337	false
bible.com	eng	547	King James Version, American Edition		https://www.bible.com/versions/547	king-james-version-1962-american-edition	king-james-version	27	260	7957	180337	false
