edition_id	display_name	publication_year	copyright_status	copyright_statement	copyright_statement_source_url	license	rights_holder
unlocked-literal-bible-2017	2017	2017	open_license	copyright © 2017 Door43 World Missions Community. This translation is made available to you under the terms of the Creative Commons Attribution Share-Alike license 4.0.	https://ebible.org/engULB/copyright.htm	CC-BY-SA-4.0	Door43 World Missions Community
uwspolczesniona-biblia-gdanska-2017	2017	2017	open_license	copyright © 2018 Fundacja Wrota Nadziei. This translation is made available to you under the terms of the Creative Commons Attribution-No Derivatives license 4.0.	https://ebible.org/find/show.php?id=polUBG	CC-BY-ND-4.0	Fundacja Wrota Nadziei
vigouroux-1900	1900	1900	public_domain
vw-edition-bible-2010	2010	2010	copyrighted
webster-bible-1833	1833	1833	public_domain
weymouth-new-testament-1903	1903	1903	public_domain
who-bible-2018	2018	2018	copyrighted
world-english-bible-1997	1997	1997	public_domain
world-english-bible-2020	2020	2020	public_domain
world-english-bible-2020-american	2020 american	2020	public_domain
world-english-bible-2020-british	2020 british	2020	public_domain
world-english-bible-2020-messianic	2020 messianic	2020	public_domain
world-english-bible-2020-messianic-british	2020 messianic british	2020	public_domain
world-english-bible-2020-updated	2020 updated	2020	public_domain
world-english-bible-2022-messianic	2022 messianic	2022	public_domain
world-english-bible-2022-messianic-british	2022 messianic british	2022	public_domain
world-english-bible-2022-updated	2022 updated	2022	public_domain
worldwide-english-new-testament-1996	1996	1996	copyrighted
worrell-new-testament-1904	1904	1904	public_domain
worsley-new-testament-1770	1770	1770	public_domain
wycliffe-bible-2001-modern-spelling	2001 modern spelling	2001	copyrighted
yall-version-bible-2024	2024	2024	copyrighted
youngs-literal-translation-1898	1898	1898	public_domain
